Book ID,Size,Views,Likes,Rating,overall_sentiment,total_words_emotional,arc_amplitude,arc_polarity_switches,avg_cosine_similarity,sentence_count,avg_adjacent_similarity,std_adjacent_similarity,num_adjacent_pairs
288666,21848,1279,10,0.0078186082877247,positive,3251,2,3,0.3496129,335,,,0
273368,35123,1186,5,0.0042158516020236,neutral,5292,1,0,0.3184347,472,,,0
309898,39221,1281,13,0.0101483216237314,skip,6036,2,0,0.31166494,718,,,0
241097,25675,1240,37,0.0298387096774193,negative,3527,2,0,0.306575,420,,,0
234598,27708,1412,51,0.0361189801699716,neutral,4010,2,1,0.33970082,549,,,0
292634,21596,2050,65,0.0317073170731707,neutral,3356,2,1,0.34021628,329,,,0
64579,39016,4240,96,0.0226415094339622,neutral,5945,2,1,0.33223405,629,,,0
56913,40699,7213,70,0.0097046998474975,negative,5790,2,2,0.3415637,455,,,0
269066,29911,1315,21,0.0159695817490494,neutral,4468,1,0,0.37821838,408,,,0
293524,42565,1393,5,0.0035893754486719,neutral,5660,1,0,0.35349107,550,,,0
265717,21710,1768,25,0.0141402714932126,skip,3430,1,0,0.29633033,524,,,0
209999,78546,1277,11,0.0086139389193422,skip,11866,0,0,0.3934082,1456,,,0
133462,73943,1721,12,0.0069726902963393,skip,11436,1,0,0.36162454,983,,,0
279265,34986,1390,3,0.0021582733812949,neutral,5110,2,0,0.36864328,434,,,0
57524,30315,3340,19,0.005688622754491,neutral,4553,1,0,0.31144592,409,,,0
245177,70859,1765,9,0.005099150141643,neutral,10339,1,0,0.38104337,657,,,0
340334,35921,1144,15,0.0131118881118881,positive,5477,2,2,0.3316519,545,,,0
19793,111850,2801,33,0.011781506604784,negative,16194,2,0,0.31860715,1672,,,0
171906,27644,1286,39,0.0303265940902021,negative,4185,2,0,0.32747087,391,,,0
228716,20971,3053,126,0.0412708811005568,positive,3150,2,2,0.38795418,202,,,0
328720,34186,1429,29,0.020293911826452,negative,5175,2,0,0.3734273,532,,,0
267009,23327,1384,26,0.01878612716763,negative,3622,1,0,0.30655858,342,,,0
197519,50270,1528,16,0.0104712041884816,neutral,7578,1,0,0.33493423,1142,,,0
191101,30926,1694,37,0.0218417945690672,neutral,4868,2,1,0.33272693,616,,,0
107877,25858,2716,17,0.0062592047128129,neutral,3816,2,1,0.3346872,447,,,0
284868,35903,1544,13,0.0084196891191709,neutral,5253,2,1,0.36028707,464,,,0
12232,95620,5752,48,0.0083449235048678,negative,14183,2,1,0.3610759,1316,,,0
179299,34517,1747,10,0.0057240984544934,skip,5257,2,0,0.34733316,535,,,0
211156,37860,2138,68,0.0318054256314312,negative,5691,1,0,0.33932644,663,,,0
29723,39918,4309,53,0.0122998375493153,neutral,5676,2,0,0.32210478,518,,,0
330802,29173,1075,6,0.0055813953488372,neutral,4510,1,0,0.33367816,644,,,0
107519,24026,2431,51,0.0209790209790209,positive,3630,2,1,0.33655196,356,,,0
315139,37626,1459,33,0.0226182316655243,neutral,5248,2,0,0.30680585,391,,,0
138045,47922,1934,37,0.0191313340227507,negative,7289,2,1,0.29685584,850,,,0
96826,39931,1873,17,0.0090763481046449,neutral,6591,2,0,0.35355306,614,,,0
161440,25210,1497,17,0.0113560454241816,neutral,3626,1,0,0.35159546,217,,,0
257670,28990,1472,1,0.0006793478260869,negative,4483,1,0,0.3575668,395,,,0
172349,41059,1690,30,0.0177514792899408,neutral,5680,0,0,0.29514062,748,,,0
211851,32259,1783,28,0.0157038698822209,neutral,4841,1,0,0.3744899,592,,,0
20379,47780,2374,48,0.0202190395956192,skip,7201,2,0,0.32000667,923,,,0
238392,29603,1377,31,0.0225127087872185,neutral,4372,2,0,0.28325978,534,,,0
302519,21287,1721,66,0.0383497966298663,negative,3331,2,0,0.37032905,388,,,0
29502,24370,3869,27,0.006978547428276,positive,3489,2,0,0.29597047,373,,,0
225046,24996,1437,59,0.0410577592205984,skip,3727,1,0,0.29962403,392,,,0
262138,37283,1435,26,0.0181184668989547,neutral,5277,1,0,0.2794769,421,,,0
